Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
4,AFG,Afghanistan,Central and Southern Asia,2000,128318.815,458866.945
8,ALB,Albania,Europe,2000,362430.1543,2487446.846
10,ATA,Antarctica,,2000,153.847,503.6
12,DZA,Algeria,Northern Africa and Western Asia,2000,3353730.82,15041873.56
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2000,72058.182,226368.521
20,AND,Andorra,Europe,2000,166585.8099,1298233.497
24,AGO,Angola,Sub-Saharan Africa,2000,443021.396,1451195.857
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2000,132982.6102,392060.5723
31,AZE,Azerbaijan,Northern Africa and Western Asia,2000,350075.3964,3017634.417
32,ARG,Argentina,Latin America and the Caribbean,2000,3023580.278,15713552.91
36,AUS,Australia,Australia and New Zealand,2000,11666265.63,42743443.93
40,AUT,Austria,Europe,2000,11672326.12,43872253.46
44,BHS,Bahamas,Latin America and the Caribbean,2000,749438.9356,3562823.027
48,BHR,Bahrain,Northern Africa and Western Asia,2000,390701.15,4926892.534
50,BGD,Bangladesh,Central and Southern Asia,2000,1895697.134,13037177.31
51,ARM,Armenia,Northern Africa and Western Asia,2000,467694.2949,2040682.856
52,BRB,Barbados,Latin America and the Caribbean,2000,277587.4998,763035.7292
56,BEL,Belgium,Europe,2000,45237296.65,169905314.5
60,BMU,Bermuda,Northern America,2000,1388355.09,7036035.793
64,BTN,Bhutan,Central and Southern Asia,2000,3065.401,34585.95
68,BOL,Bolivia,Latin America and the Caribbean,2000,370661.8853,1696327.681
70,BIH,Bosnia Herzegovina,Europe,2000,674661.488,3485727.909
72,BWA,Botswana,Sub-Saharan Africa,2000,460861.5705,2351524.906
74,BVT,Bouvet Island,,2000,,
76,BRA,Brazil,Latin America and the Caribbean,2000,16898918.68,90474556.62
84,BLZ,Belize,Latin America and the Caribbean,2000,166939.5977,574873.0155
86,IOT,British Indian Ocean Territory,,2000,16284.982,36485.534
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2000,28727.892,101346.349
92,VGB,British Virgin Islands,Latin America and the Caribbean,2000,4387694.494,24603151.61
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2000,173804.255,1015686.187
100,BGR,Bulgaria,Europe,2000,1398953.941,9556990.22
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2000,700045.903,3198001.18
108,BDI,Burundi,Sub-Saharan Africa,2000,15332.448,81674.949
112,BLR,Belarus,Europe,2000,4350155.784,41384242.59
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2000,512076.7968,2868078.098
120,CMR,Cameroon,Sub-Saharan Africa,2000,664423.7666,3233465.273
124,CAN,Canada,Northern America,2000,32918702.54,68782187.92
132,CPV,Cabo Verde,Sub-Saharan Africa,2000,99770.90582,447940.7232
136,CYM,Cayman Islands,Latin America and the Caribbean,2000,79625.972,497194.015
140,CAF,Central African Republic,Sub-Saharan Africa,2000,15255.406,55558.929
144,LKA,Sri Lanka,Central and Southern Asia,2000,2171788.729,9372293.031
148,TCD,Chad,Sub-Saharan Africa,2000,23025.209,206538.784
152,CHL,Chile,Latin America and the Caribbean,2000,4529415.411,25322417.51
156,CHN,China,China,2000,64930816.47,275849834.9
162,CXR,Christmas Islands,,2000,2566.478,7681.11
166,CCK,Cocos Islands,,2000,601.308,2013.3
170,COL,Colombia,Latin America and the Caribbean,2000,2521630.054,9936130.559
174,COM,Comoros,Sub-Saharan Africa,2000,21497.342,151382.129
175,MYT,Mayotte,Sub-Saharan Africa,2000,41196.1768,143357.532
178,COG,"Congo, Republic",Sub-Saharan Africa,2000,133111.145,468268.798
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2000,200830.058,778660.331
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2000,5999.341,12355.807
188,CRI,Costa Rica,Latin America and the Caribbean,2000,1250935.112,4325694.386
191,HRV,Croatia,Europe,2000,1985718.996,9036671.415
192,CUB,Cuba,Latin America and the Caribbean,2000,1879461.612,7556862.985
196,CYP,Cyprus,Northern Africa and Western Asia,2000,2136642.996,10661506.5
203,CZE,Czech Republic,Europe,2000,7177338.748,38257299.81
204,BEN,Benin,Sub-Saharan Africa,2000,245581.549,1385531.742
208,DNK,Denmark,Europe,2000,9367695.492,36112158.16
212,DMA,Dominica,Latin America and the Caribbean,2000,52423.65453,183519.346
214,DOM,Dominican Republic,Latin America and the Caribbean,2000,2256214.281,8679444.31
218,ECU,Ecuador,Latin America and the Caribbean,2000,1027056.097,3518712.191
222,SLV,El Salvador,Latin America and the Caribbean,2000,1285617.047,4688886.815
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2000,42527.762,180339.744
231,ETH,Ethiopia,Sub-Saharan Africa,2000,502100.0065,1891845.372
232,ERI,Eritrea,Sub-Saharan Africa,2000,50176.043,229331.037
233,EST,Estonia,Europe,2000,1630952.858,9322205.475
234,FRO,Faeroe Islands,Europe,2000,119650.305,457732.5933
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2000,29724.445,102495.079
239,SGS,South Georgia and the South Sandwich Islands,,2000,0.564,0.093
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2000,236942.649,807878.8
246,FIN,Finland,Europe,2000,8110705.114,47327345.26
251,FRA,France,Europe,2000,69669228.48,273715823.7
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2000,248922.8489,652441.8106
260,ATF,French Southern Territories,,2000,1159.448,4417.306
262,DJI,Djibouti,Sub-Saharan Africa,2000,89870.207,284271.827
266,GAB,Gabon,Sub-Saharan Africa,2000,173907.7819,538891.0208
268,GEO,Georgia,Northern Africa and Western Asia,2000,366828.9246,2218019.563
270,GMB,Gambia,Sub-Saharan Africa,2000,92970.156,512010.709
275,PSE,State of Palestine,Northern Africa and Western Asia,2000,17475.825,211929.73
276,DEU,Germany,Europe,2000,108227261.3,447312713.9
288,GHA,Ghana,Sub-Saharan Africa,2000,702113.872,3129738.461
292,GIB,Gibraltar,Europe,2000,1529297.27,8170271.063
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2000,6596.21,57492.369
300,GRC,Greece,Europe,2000,9050302.319,38517720.15
304,GRL,Greenland,Northern America,2000,113058.0496,216384.9053
308,GRD,Grenada,Latin America and the Caribbean,2000,65308.51371,210663.8934
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2000,375774.126,1466964.069
320,GTM,Guatemala,Latin America and the Caribbean,2000,1609695.894,6332637.194
324,GIN,Guinea,Sub-Saharan Africa,2000,292951.4378,1818918.312
328,GUY,Guyana,Latin America and the Caribbean,2000,218844.17,966025.4304
332,HTI,Haiti,Latin America and the Caribbean,2000,321607.411,1499305.529
334,HMD,Heard Island and McDonald Islands,,2000,54.452,95.252
336,VAT,Holy See,Europe,2000,6168.172,13812.819
340,HND,Honduras,Latin America and the Caribbean,2000,869794.6368,2696769.491
344,HKG,"China, Hong Kong SAR",China,2000,31240252.34,128471435.9
348,HUN,Hungary,Europe,2000,5403402.243,24770175.43
352,ISL,Iceland,Europe,2000,548701.1229,2239670.646
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2000,14267476.84,58216700.84
364,IRN,Iran,Central and Southern Asia,2000,5808361.334,28486141.87
368,IRQ,Iraq,Northern Africa and Western Asia,2000,875668.768,2299716.481
372,IRL,Ireland,Europe,2000,6125377.329,26199249.26
376,ISR,Israel,Northern Africa and Western Asia,2000,10952407.59,26986472.5
381,ITA,Italy,Europe,2000,77235732.24,278726677.8
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2000,1588410.476,7935370.419
388,JAM,Jamaica,Latin America and the Caribbean,2000,1139579.001,4812122.686
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2000,147622899.2,753788820.9
398,KAZ,Kazakhstan,Central and Southern Asia,2000,946776.6428,14329354.65
400,JOR,Jordan,Northern Africa and Western Asia,2000,2000632.627,9212875.652
404,KEN,Kenya,Sub-Saharan Africa,2000,1365376.463,5572256.48
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2000,749840.227,7903754.393
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2000,64725460.84,331217506.6
414,KWT,Kuwait,Northern Africa and Western Asia,2000,876779.939,5133722.427
417,KGZ,Kyrgyzstan,Central and Southern Asia,2000,218056.3619,2667280.362
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2000,158628.985,752745.129
422,LBN,Lebanon,Northern Africa and Western Asia,2000,2650092.387,12915510.66
426,LSO,Lesotho,Sub-Saharan Africa,2000,1198.511,2638.42
428,LVA,Latvia,Europe,2000,1480643.908,7258260.417
430,LBR,Liberia,Sub-Saharan Africa,2000,178407.522,867700.15
434,LBY,Libya,Northern Africa and Western Asia,2000,991287.469,5476811.885
440,LTU,Lithuania,Europe,2000,2256782.913,13590868.16
442,LUX,Luxembourg,Europe,2000,2861686.636,16335775.9
446,MAC,"China, Macao SAR",China,2000,583698.7593,60408373.1
450,MDG,Madagascar,Sub-Saharan Africa,2000,461515.2722,1465170.092
454,MWI,Malawi,Sub-Saharan Africa,2000,170359.8768,563110.4129
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2000,13261700.11,52326929.11
462,MDV,Maldives,Central and Southern Asia,2000,146291.8563,570573.1265
466,MLI,Mali,Sub-Saharan Africa,2000,344288.8467,1616269.716
470,MLT,Malta,Europe,2000,890191.2604,4128885.367
473,,"Latin American Integration Association, nes",,2000,1765391.74,8607856.501
478,MRT,Mauritania,Sub-Saharan Africa,2000,264139.5721,1271664.019
480,MUS,Mauritius,Sub-Saharan Africa,2000,765073.6495,2359074.177
484,MEX,Mexico,Latin America and the Caribbean,2000,21906433.82,76025299.14
490,,"Other Asia, nes",,2000,50739602.44,267523691.2
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2000,198381.125,895192.2259
498,MDA,Moldova,Europe,2000,335068.8036,2212349.893
500,MSR,Montserrat,Latin America and the Caribbean,2000,3438.584,32238.883
504,MAR,Morocco,Northern Africa and Western Asia,2000,2315604.069,12371434.09
508,MOZ,Mozambique,Sub-Saharan Africa,2000,618041.056,3232824.854
512,OMN,Oman,Northern Africa and Western Asia,2000,955711.7272,2788251.583
516,NAM,Namibia,Sub-Saharan Africa,2000,265879.027,1057361.413
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2000,5814.173,15399.565
524,NPL,Nepal,Central and Southern Asia,2000,444143.3964,480634.001
527,,"Oceania, nes",,2000,647295.481,3341787.726
528,NLD,Netherlands,Europe,2000,54469448.22,271415400.7
530,ANT,Netherlands Antilles,,2000,1554834.858,8446661.129
533,ABW,Aruba,Latin America and the Caribbean,2000,150314.549,942301.836
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2000,187084.73,975032.638
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2000,8545.026,25998.054
554,NZL,New Zealand,Australia and New Zealand,2000,2826958.267,10600934.02
558,NIC,Nicaragua,Latin America and the Caribbean,2000,578701.0684,2414263.162
562,NER,Niger,Sub-Saharan Africa,2000,159832.8951,736908.1384
566,NGA,Nigeria,Sub-Saharan Africa,2000,2611474.241,12027649.44
568,,"Other Europe, nes",,2000,20425440.84,104072009.6
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2000,701.599,1215.003
574,NFK,Norfolk Islands,Australia and New Zealand,2000,3469.719,9864.254
577,,"Other Africa, nes",,2000,3898034.968,19716833.66
579,NOR,Norway,Europe,2000,5863775.233,22580421.52
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2000,46682.193,189073.304
581,UMI,United States Minor Outlying Islands,,2000,7281.947,8671.272
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2000,21411.075,95432.399
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2000,17939.264,65818.741
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2000,14727.662,81971.604
586,PAK,Pakistan,Central and Southern Asia,2000,1648611.338,6809179.8
591,PAN,Panama,Latin America and the Caribbean,2000,1563037.37,7681063.726
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2000,329434.921,1190919.866
600,PRY,Paraguay,Latin America and the Caribbean,2000,572069.9981,2121926.838
604,PER,Peru,Latin America and the Caribbean,2000,2373570.651,11115608.59
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2000,8898627.164,43965403.48
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2000,771.086,959.794
616,POL,Poland,Europe,2000,11401604.76,58977307.98
620,PRT,Portugal,Europe,2000,11556711.1,46631023.73
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2000,22284.595,281620.131
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2000,14520.188,60166.69
634,QAT,Qatar,Northern Africa and Western Asia,2000,534433.1804,2639746.764
637,,"North America and Central America, nes",,2000,15510465.26,82532962.4
642,ROU,Romania,Europe,2000,3137521.671,20173009.16
643,RUS,Russian Federation,Europe,2000,11487158.04,79851375.48
646,RWA,Rwanda,Sub-Saharan Africa,2000,42076.612,141315.767
654,SHN,Saint Helena,Sub-Saharan Africa,2000,16525.07,44382.866
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2000,50143.83712,227845.5102
660,AIA,Anguilla,Latin America and the Caribbean,2000,7392.358,52309.122
662,LCA,Saint Lucia,Latin America and the Caribbean,2000,160845.9436,706479.7509
666,SPM,Saint Pierre and Miquelon,Northern America,2000,9238.62,10809.644
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2000,90507.67345,406587.4535
674,SMR,San Marino,Europe,2000,23289.194,45527.726
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2000,13949.44519,56778.95103
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2000,8170849.511,24241847.13
686,SEN,Senegal,Sub-Saharan Africa,2000,891331.0227,4254498.938
690,SYC,Seychelles,Sub-Saharan Africa,2000,97742.327,198007.417
694,SLE,Sierra Leone,Sub-Saharan Africa,2000,127168.122,540894.619
699,IND,India,Central and Southern Asia,2000,37451514.11,201871109.1
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2000,25510258.98,315162238
703,SVK,Slovakia,Europe,2000,3744577.554,26873801.05
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2000,5046653.247,18509067.45
705,SVN,Slovenia,Europe,2000,2653083.065,9762644.842
706,SOM,Somalia,Sub-Saharan Africa,2000,85781.503,436822.465
710,ZAF,South Africa,Sub-Saharan Africa,2000,7288890.746,32476421.98
716,ZWE,Zimbabwe,Sub-Saharan Africa,2000,664017.8509,1826538.608
724,ESP,Spain,Europe,2000,41835446.29,192097451
732,ESH,Western Sahara,Northern Africa and Western Asia,2000,2273.74,14089.604
736,SDN,Former Sudan,,2000,714746.5664,3003127.019
740,SUR,Suriname,Latin America and the Caribbean,2000,149800.459,688188.852
748,SWZ,Eswatini,Sub-Saharan Africa,2000,323637.9994,1132173.669
752,SWE,Sweden,Europe,2000,15468957.3,63599336.25
757,CHE,Switzerland,Europe,2000,23917772.71,47633884.28
760,SYR,Syria,Northern Africa and Western Asia,2000,931091.299,3662982.085
762,TJK,Tajikistan,Central and Southern Asia,2000,77701.826,456210.029
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2000,17834749.69,62815528.9
768,TGO,Togo,Sub-Saharan Africa,2000,220221.0214,1553722.849
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2000,2981.939,46418.578
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2000,21616.388,64199.227
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2000,1280093.184,4816795.05
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2000,4338594.98,14806508.68
788,TUN,Tunisia,Northern Africa and Western Asia,2000,2534117.67,13831177.95
792,TUR,Turkey,Northern Africa and Western Asia,2000,16992432.67,87437118.69
795,TKM,Turkmenistan,Central and Southern Asia,2000,255423.4656,881336.5061
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2000,11174.165,51820.9
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2000,854.473,1567.732
800,UGA,Uganda,Sub-Saharan Africa,2000,308741.5835,1073961.251
804,UKR,Ukraine,Europe,2000,3433227.097,33159228.25
807,MKD,North Macedonia,Europe,2000,871224.869,3816744.022
818,EGY,Egypt,Northern Africa and Western Asia,2000,4441282.294,16975751.98
826,GBR,United Kingdom,Europe,2000,68482391.94,178855003
834,TZA,Tanzania,Sub-Saharan Africa,2000,628212.1168,2173321.088
837,,Bunkers,,2000,1763030.958,9288045.766
838,,Free Zones,,2000,283661.605,1068187.471
839,,Special Categories,,2000,3224624.922,18057933.62
842,USA,United States,Northern America,2000,243582167.5,888418994
854,BFA,Burkina Faso,Sub-Saharan Africa,2000,302612.1433,1164855.278
858,URY,Uruguay,Latin America and the Caribbean,2000,1143992.847,4586228.087
860,UZB,Uzbekistan,Central and Southern Asia,2000,236874.931,1869362.867
862,VEN,Venezuela,Latin America and the Caribbean,2000,2744375.095,10512437.04
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2000,3782.224,9553.951
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2000,37977.544,107873.859
887,YEM,Yemen,Northern Africa and Western Asia,2000,762516.085,3445805.771
891,SCG,Serbia and Montenegro,,2000,1451732.62,6776557.381
894,ZMB,Zambia,Sub-Saharan Africa,2000,237508.296,1131458.23
899,,"Areas, nes",,2000,36133300.35,247713020.6
4,AFG,Afghanistan,Central and Southern Asia,2001,89655.54,433376.655
8,ALB,Albania,Europe,2001,426646.7014,2785027.528
10,ATA,Antarctica,,2001,3090.439,15010.154
12,DZA,Algeria,Northern Africa and Western Asia,2001,3552517.384,15635875.68
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2001,64507.507,150397.991
20,AND,Andorra,Europe,2001,158607.8467,1350816.054
24,AGO,Angola,Sub-Saharan Africa,2001,548687.57,1738842.036
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2001,53053.297,157408.442
31,AZE,Azerbaijan,Northern Africa and Western Asia,2001,510878.2814,3232968.606
32,ARG,Argentina,Latin America and the Caribbean,2001,2486028.839,13462146.16
36,AUS,Australia,Australia and New Zealand,2001,11029565.38,47116019.38
40,AUT,Austria,Europe,2001,12057409.48,47953914.78
44,BHS,Bahamas,Latin America and the Caribbean,2001,658566.1926,6380068.674
48,BHR,Bahrain,Northern Africa and Western Asia,2001,391971.09,3704831.175
50,BGD,Bangladesh,Central and Southern Asia,2001,2246049.207,15055063.66
51,ARM,Armenia,Northern Africa and Western Asia,2001,470216.1679,2084956.622
52,BRB,Barbados,Latin America and the Caribbean,2001,344616.8992,1398610.108
56,BEL,Belgium,Europe,2001,44251498.04,173437105
60,BMU,Bermuda,Northern America,2001,1415193.036,9057369.752
64,BTN,Bhutan,Central and Southern Asia,2001,4572.743,39534.747
68,BOL,Bolivia,Latin America and the Caribbean,2001,382376.1759,1475261.169
70,BIH,Bosnia Herzegovina,Europe,2001,776750.385,3645755.644
72,BWA,Botswana,Sub-Saharan Africa,2001,408850.6927,1917134.982
74,BVT,Bouvet Island,,2001,,
76,BRA,Brazil,Latin America and the Caribbean,2001,14848177.96,89420723.26
84,BLZ,Belize,Latin America and the Caribbean,2001,152795.8315,935285.7826
86,IOT,British Indian Ocean Territory,,2001,21057.043,81623.272
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2001,21081.706,88542.457
92,VGB,British Virgin Islands,Latin America and the Caribbean,2001,3592440.981,23689602.29
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2001,124986.68,521600.351
100,BGR,Bulgaria,Europe,2001,1445371.486,7776153.161
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2001,981666.7017,19328583.06
108,BDI,Burundi,Sub-Saharan Africa,2001,16469.918,75509.794
112,BLR,Belarus,Europe,2001,3747431.696,29710924.77
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2001,524267.3802,2676543.423
120,CMR,Cameroon,Sub-Saharan Africa,2001,672032.996,3524641.029
124,CAN,Canada,Northern America,2001,29356308.89,65395752.59
132,CPV,Cabo Verde,Sub-Saharan Africa,2001,99290.39431,429421.171
136,CYM,Cayman Islands,Latin America and the Caribbean,2001,119063.38,778942.695
140,CAF,Central African Republic,Sub-Saharan Africa,2001,18380.742,77559.661
144,LKA,Sri Lanka,Central and Southern Asia,2001,1914200.124,8382087.152
148,TCD,Chad,Sub-Saharan Africa,2001,33872.735,270104.802
152,CHL,Chile,Latin America and the Caribbean,2001,4231306.382,22556778.58
156,CHN,China,China,2001,64993144.56,325356322.1
162,CXR,Christmas Islands,,2001,2608.087,11120.513
166,CCK,Cocos Islands,,2001,983.381,2341.462
170,COL,Colombia,Latin America and the Caribbean,2001,2428474.26,9693015.254
174,COM,Comoros,Sub-Saharan Africa,2001,25232.302,178197.376
175,MYT,Mayotte,Sub-Saharan Africa,2001,45158.15494,135233.6621
178,COG,"Congo, Republic",Sub-Saharan Africa,2001,156810.14,628308.145
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2001,177819.88,685922.826
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2001,6713.615,13143.732
188,CRI,Costa Rica,Latin America and the Caribbean,2001,1169833.806,4412557.14
191,HRV,Croatia,Europe,2001,2303352.703,10621563.93
192,CUB,Cuba,Latin America and the Caribbean,2001,1833870.7,7620004.865
196,CYP,Cyprus,Northern Africa and Western Asia,2001,1836834.219,12299554.32
203,CZE,Czech Republic,Europe,2001,7786775.525,40869823.01
204,BEN,Benin,Sub-Saharan Africa,2001,269171.04,1711022.645
208,DNK,Denmark,Europe,2001,8700068.155,32698203.7
212,DMA,Dominica,Latin America and the Caribbean,2001,57644.49849,243109.616
