Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
214,DOM,Dominican Republic,Latin America and the Caribbean,2001,2179025.055,8654051.867
218,ECU,Ecuador,Latin America and the Caribbean,2001,1226083.499,2600427.699
222,SLV,El Salvador,Latin America and the Caribbean,2001,1317071.824,5003384.913
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2001,71215.624,342103.549
231,ETH,Ethiopia,Sub-Saharan Africa,2001,737394.8798,3010484.92
232,ERI,Eritrea,Sub-Saharan Africa,2001,55376.87,282286.058
233,EST,Estonia,Europe,2001,1587417.675,9346574.649
234,FRO,Faeroe Islands,Europe,2001,160795.8364,685592.5204
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2001,19600.572,74307.683
239,SGS,South Georgia and the South Sandwich Islands,,2001,1192.439,9858.884
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2001,238050.984,929179.649
246,FIN,Finland,Europe,2001,7850512.077,51582169.33
251,FRA,France,Europe,2001,66390824.36,271631081.9
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2001,248549.4678,753692.125
260,ATF,French Southern Territories,,2001,1310.542,4560.35
262,DJI,Djibouti,Sub-Saharan Africa,2001,93579.09,323689.063
266,GAB,Gabon,Sub-Saharan Africa,2001,209492.4396,595165.1847
268,GEO,Georgia,Northern Africa and Western Asia,2001,362708.9252,2048809.407
270,GMB,Gambia,Sub-Saharan Africa,2001,100893.629,462553.017
275,PSE,State of Palestine,Northern Africa and Western Asia,2001,24296.814,234509.682
276,DEU,Germany,Europe,2001,105735283.8,425777359.4
288,GHA,Ghana,Sub-Saharan Africa,2001,710583.814,2935029.898
292,GIB,Gibraltar,Europe,2001,842603.949,5254141.056
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2001,4166.726,12973.53
300,GRC,Greece,Europe,2001,8991427.407,38697482.95
304,GRL,Greenland,Northern America,2001,98126.80928,255591.1028
308,GRD,Grenada,Latin America and the Caribbean,2001,58036.32281,179743.0171
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2001,391669.342,1634372.235
320,GTM,Guatemala,Latin America and the Caribbean,2001,1761752.509,7553399.493
324,GIN,Guinea,Sub-Saharan Africa,2001,235111.712,1522146.581
328,GUY,Guyana,Latin America and the Caribbean,2001,236178.467,1262639.592
332,HTI,Haiti,Latin America and the Caribbean,2001,343627.753,1407107.344
336,VAT,Holy See,Europe,2001,4733.608,10943.484
340,HND,Honduras,Latin America and the Caribbean,2001,900840.683,3192352.951
344,HKG,"China, Hong Kong SAR",China,2001,29215214.49,145330185.8
348,HUN,Hungary,Europe,2001,5675384.642,24928819.83
352,ISL,Iceland,Europe,2001,581852.6122,2564949.391
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2001,12913133.47,55826540.81
364,IRN,Iran,Central and Southern Asia,2001,7192695.191,31447698.24
368,IRQ,Iraq,Northern Africa and Western Asia,2001,1133432.527,3890576.852
372,IRL,Ireland,Europe,2001,6145896.451,25957210.19
376,ISR,Israel,Northern Africa and Western Asia,2001,9026690.669,91970976.52
381,ITA,Italy,Europe,2001,71963781.28,266983016.3
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2001,1462518.544,7910441.195
388,JAM,Jamaica,Latin America and the Caribbean,2001,1108541.07,4998541.779
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2001,134830381.3,736134508
398,KAZ,Kazakhstan,Central and Southern Asia,2001,1562850.953,13248772.4
400,JOR,Jordan,Northern Africa and Western Asia,2001,2156975.846,9792597.551
404,KEN,Kenya,Sub-Saharan Africa,2001,1735393.564,7333908.282
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2001,1794149.429,9624217.935
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2001,58172826.85,337102161.8
414,KWT,Kuwait,Northern Africa and Western Asia,2001,997114.646,5335238.798
417,KGZ,Kyrgyzstan,Central and Southern Asia,2001,182135.4944,2540200.247
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2001,179528.618,898952.867
422,LBN,Lebanon,Northern Africa and Western Asia,2001,2945653.92,15339939.86
426,LSO,Lesotho,Sub-Saharan Africa,2001,1221.12,1934.691
428,LVA,Latvia,Europe,2001,1358731.85,6603156.088
430,LBR,Liberia,Sub-Saharan Africa,2001,124049.381,668460.531
434,LBY,Libya,Northern Africa and Western Asia,2001,1200977.801,5343087.847
440,LTU,Lithuania,Europe,2001,2329509.199,14176781.6
442,LUX,Luxembourg,Europe,2001,2675192.499,14959664.17
446,MAC,"China, Macao SAR",China,2001,575913.6498,56691600.42
450,MDG,Madagascar,Sub-Saharan Africa,2001,456159.9094,1728618.436
454,MWI,Malawi,Sub-Saharan Africa,2001,173872.3293,559655.0385
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2001,11302898.82,41248664.46
462,MDV,Maldives,Central and Southern Asia,2001,144131.5033,596079.9905
466,MLI,Mali,Sub-Saharan Africa,2001,402527.7129,1854953.428
470,MLT,Malta,Europe,2001,741685.7132,3557569.041
473,,"Latin American Integration Association, nes",,2001,1336788.187,7722639.889
478,MRT,Mauritania,Sub-Saharan Africa,2001,293156.2652,1480571.613
480,MUS,Mauritius,Sub-Saharan Africa,2001,785983.2059,2565798.727
484,MEX,Mexico,Latin America and the Caribbean,2001,21840482.43,78109497.21
490,,"Other Asia, nes",,2001,42735149.33,261075274
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2001,242710.6828,927801.7567
498,MDA,Moldova,Europe,2001,444456.3073,3294779.998
500,MSR,Montserrat,Latin America and the Caribbean,2001,3417.215,26796.866
504,MAR,Morocco,Northern Africa and Western Asia,2001,2396067.73,13760807.36
508,MOZ,Mozambique,Sub-Saharan Africa,2001,659764.5838,3804980.461
512,OMN,Oman,Northern Africa and Western Asia,2001,1661552.135,3701495.34
516,NAM,Namibia,Sub-Saharan Africa,2001,379929.5213,1686084.578
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2001,3772.287,3893.91
524,NPL,Nepal,Central and Southern Asia,2001,127844.011,496300.186
527,,"Oceania, nes",,2001,494086.675,3081742.388
528,NLD,Netherlands,Europe,2001,52318830.75,281332027.1
530,ANT,Netherlands Antilles,,2001,1564230.716,11426926.28
533,ABW,Aruba,Latin America and the Caribbean,2001,114403.456,634065.936
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2001,233355.1079,1074862.472
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2001,12378.118,42556.308
554,NZL,New Zealand,Australia and New Zealand,2001,2648738.184,11202284.46
558,NIC,Nicaragua,Latin America and the Caribbean,2001,569132.3502,2399494.422
562,NER,Niger,Sub-Saharan Africa,2001,199001.5971,947206.2367
566,NGA,Nigeria,Sub-Saharan Africa,2001,3449565.994,17437017.78
568,,"Other Europe, nes",,2001,15526110.75,90110554.32
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2001,564.035,903.646
574,NFK,Norfolk Islands,Australia and New Zealand,2001,7925.645,130927.101
577,,"Other Africa, nes",,2001,3162989.59,18242194.26
579,NOR,Norway,Europe,2001,5779763.189,22219284.69
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2001,45630.443,168505.464
581,UMI,United States Minor Outlying Islands,,2001,5236.179,11160.312
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2001,22196.315,78982.506
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2001,25854.112,97851.677
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2001,8058.853,33225.562
586,PAK,Pakistan,Central and Southern Asia,2001,1720043.773,6776974.025
591,PAN,Panama,Latin America and the Caribbean,2001,1468279.405,8473293.594
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2001,288609.369,1316299.756
600,PRY,Paraguay,Latin America and the Caribbean,2001,533214.8413,2023700.426
604,PER,Peru,Latin America and the Caribbean,2001,2377555.324,11739568.77
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2001,8476663.635,46459521.06
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2001,553.008,662.722
616,POL,Poland,Europe,2001,11583470.03,58105836.12
620,PRT,Portugal,Europe,2001,11656807.23,47338619.31
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2001,18069.203,133889.904
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2001,36292.078,143673.751
634,QAT,Qatar,Northern Africa and Western Asia,2001,617623.4728,2820046.674
637,,"North America and Central America, nes",,2001,12148567.82,84032218.32
642,ROU,Romania,Europe,2001,3814165.942,22577450.7
643,RUS,Russian Federation,Europe,2001,11263015.52,77375624.64
646,RWA,Rwanda,Sub-Saharan Africa,2001,114882.7478,294442.652
654,SHN,Saint Helena,Sub-Saharan Africa,2001,11352.075,41470.465
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2001,53269.17236,209615.3849
660,AIA,Anguilla,Latin America and the Caribbean,2001,9725.973,61720.174
662,LCA,Saint Lucia,Latin America and the Caribbean,2001,326458.4534,2650537.328
666,SPM,Saint Pierre and Miquelon,Northern America,2001,10901.407,8317.745
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2001,87492.13378,514446.4061
674,SMR,San Marino,Europe,2001,35252.08,97262.889
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2001,15330.64015,67091.77254
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2001,7704253.623,23218096.15
686,SEN,Senegal,Sub-Saharan Africa,2001,829170.1149,4471426.007
690,SYC,Seychelles,Sub-Saharan Africa,2001,124164.5406,389215.6646
694,SLE,Sierra Leone,Sub-Saharan Africa,2001,126526.998,554821.897
699,IND,India,Central and Southern Asia,2001,34917628.23,159719039.8
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2001,22885095.63,261458689.2
703,SVK,Slovakia,Europe,2001,4066347.453,28255673.76
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2001,5495306.388,20636066.23
705,SVN,Slovenia,Europe,2001,2672006.217,10709716.71
706,SOM,Somalia,Sub-Saharan Africa,2001,85328.391,519419.101
710,ZAF,South Africa,Sub-Saharan Africa,2001,6673872.747,35522631.16
716,ZWE,Zimbabwe,Sub-Saharan Africa,2001,506355.9045,1262475.068
724,ESP,Spain,Europe,2001,41682151.06,197596909.4
732,ESH,Western Sahara,Northern Africa and Western Asia,2001,1069.566,4916.339
736,SDN,Former Sudan,,2001,604307.5596,2722200.784
740,SUR,Suriname,Latin America and the Caribbean,2001,105446.958,572190.686
748,SWZ,Eswatini,Sub-Saharan Africa,2001,283999.0829,2041979.006
752,SWE,Sweden,Europe,2001,14046363.88,61890295.04
757,CHE,Switzerland,Europe,2001,23481646.01,45371006.35
760,SYR,Syria,Northern Africa and Western Asia,2001,3549265.328,6097692.646
762,TJK,Tajikistan,Central and Southern Asia,2001,128386.403,901706.769
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2001,17675487.66,70105213.03
768,TGO,Togo,Sub-Saharan Africa,2001,261260.5231,1895583.147
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2001,5509.815,12150.729
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2001,18042.656,50301.699
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2001,1401518.379,8885085.466
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2001,5324314.25,17643666.35
788,TUN,Tunisia,Northern Africa and Western Asia,2001,2564976.028,13442752.6
792,TUR,Turkey,Northern Africa and Western Asia,2001,13529080.69,69330262.09
795,TKM,Turkmenistan,Central and Southern Asia,2001,73692.07,416087.374
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2001,12071.012,43672.17
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2001,39081.383,296658.667
800,UGA,Uganda,Sub-Saharan Africa,2001,307104.4692,1121996.069
804,UKR,Ukraine,Europe,2001,8301921.346,77107099.36
807,MKD,North Macedonia,Europe,2001,699849.2473,2790962.609
818,EGY,Egypt,Northern Africa and Western Asia,2001,4733910.395,18257292.91
826,GBR,United Kingdom,Europe,2001,61421396.79,198726000.2
834,TZA,Tanzania,Sub-Saharan Africa,2001,588252.7131,2431490.298
837,,Bunkers,,2001,2836931.79,15668676.97
838,,Free Zones,,2001,448783.524,1708939.452
839,,Special Categories,,2001,3783440.699,17874741.59
842,USA,United States,Northern America,2001,217126335.9,899077482.3
854,BFA,Burkina Faso,Sub-Saharan Africa,2001,363049.9902,1551194.937
858,URY,Uruguay,Latin America and the Caribbean,2001,1028991.645,4260965.175
860,UZB,Uzbekistan,Central and Southern Asia,2001,366449.051,2332780.606
862,VEN,Venezuela,Latin America and the Caribbean,2001,3062823.14,10624042.91
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2001,3882.401,8473.204
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2001,48259.68338,140947.9098
887,YEM,Yemen,Northern Africa and Western Asia,2001,813938.814,3535729.293
891,SCG,Serbia and Montenegro,,2001,1666424.409,7546451.752
894,ZMB,Zambia,Sub-Saharan Africa,2001,169928.512,683219.826
899,,"Areas, nes",,2001,18545999.66,111743629.5
4,AFG,Afghanistan,Central and Southern Asia,2002,129141.065,643255.766
8,ALB,Albania,Europe,2002,470803.3152,2904912.756
10,ATA,Antarctica,,2002,1590.582,7875.678
12,DZA,Algeria,Northern Africa and Western Asia,2002,4367395.744,19568181.48
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2002,90954.412,203020.702
20,AND,Andorra,Europe,2002,183052.4206,1372692.742
24,AGO,Angola,Sub-Saharan Africa,2002,555455.436,2024258.551
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2002,68090.342,269528.773
31,AZE,Azerbaijan,Northern Africa and Western Asia,2002,525730.426,5143736.879
32,ARG,Argentina,Latin America and the Caribbean,2002,1324550.433,9807138.101
36,AUS,Australia,Australia and New Zealand,2002,11898554.41,48031980.37
40,AUT,Austria,Europe,2002,12533065.11,51284668.13
44,BHS,Bahamas,Latin America and the Caribbean,2002,929445.514,5544541.604
48,BHR,Bahrain,Northern Africa and Western Asia,2002,805139.0447,9312178.146
50,BGD,Bangladesh,Central and Southern Asia,2002,3345056.598,20156521.6
51,ARM,Armenia,Northern Africa and Western Asia,2002,536800.6407,1888657.118
52,BRB,Barbados,Latin America and the Caribbean,2002,261657.7945,815460.4718
56,BEL,Belgium,Europe,2002,49099572.24,191475513.2
60,BMU,Bermuda,Northern America,2002,2095247.313,12632021.9
64,BTN,Bhutan,Central and Southern Asia,2002,8276.52,42983.513
68,BOL,Bolivia,Latin America and the Caribbean,2002,344390.1594,1404296.765
70,BIH,Bosnia Herzegovina,Europe,2002,922273.292,4186087.887
72,BWA,Botswana,Sub-Saharan Africa,2002,716531.6355,2272655.947
74,BVT,Bouvet Island,,2002,9,19.8
76,BRA,Brazil,Latin America and the Caribbean,2002,13566235.5,85795696.51
80,,British Antarctic Territories,,2002,,
84,BLZ,Belize,Latin America and the Caribbean,2002,132910.124,903119.2424
86,IOT,British Indian Ocean Territory,,2002,34438.273,115304.003
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2002,21758.666,194425.543
92,VGB,British Virgin Islands,Latin America and the Caribbean,2002,2782268.458,17769224.07
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2002,225798.1328,1025460.264
100,BGR,Bulgaria,Europe,2002,1609799.969,10691626.4
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2002,652425.652,2758187.633
108,BDI,Burundi,Sub-Saharan Africa,2002,34527.608,157907.618
112,BLR,Belarus,Europe,2002,3844859.068,33806868.22
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2002,493146.5013,2707086.238
120,CMR,Cameroon,Sub-Saharan Africa,2002,650231.0526,3451500.561
124,CAN,Canada,Northern America,2002,30889501.45,80733759.14
132,CPV,Cabo Verde,Sub-Saharan Africa,2002,114639.5148,549591.0594
136,CYM,Cayman Islands,Latin America and the Caribbean,2002,181330.953,975368.615
140,CAF,Central African Republic,Sub-Saharan Africa,2002,22864.449,88330.598
144,LKA,Sri Lanka,Central and Southern Asia,2002,2479662.968,11129844.1
148,TCD,Chad,Sub-Saharan Africa,2002,47074.927,216609.634
152,CHL,Chile,Latin America and the Caribbean,2002,4105296.361,22824012.67
156,CHN,China,China,2002,72992863.02,369917604.6
162,CXR,Christmas Islands,,2002,4944.1,18004.972
166,CCK,Cocos Islands,,2002,2527.735,6888.316
170,COL,Colombia,Latin America and the Caribbean,2002,2458766.455,10142829.45
174,COM,Comoros,Sub-Saharan Africa,2002,31301.121,197924.649
175,MYT,Mayotte,Sub-Saharan Africa,2002,44908.62321,129835.7671
178,COG,"Congo, Republic",Sub-Saharan Africa,2002,183058.616,761761.358
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2002,261027.674,942994.535
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2002,8236.358,19341.227
188,CRI,Costa Rica,Latin America and the Caribbean,2002,1225557.038,4681022.112
191,HRV,Croatia,Europe,2002,2691991.196,11108085.69
192,CUB,Cuba,Latin America and the Caribbean,2002,1723823.512,7458434.331
196,CYP,Cyprus,Northern Africa and Western Asia,2002,1870581.031,15758444.32
203,CZE,Czech Republic,Europe,2002,10298365.01,52348348.11
204,BEN,Benin,Sub-Saharan Africa,2002,408647.4177,1811670.232
208,DNK,Denmark,Europe,2002,9362318.906,38591394.36
212,DMA,Dominica,Latin America and the Caribbean,2002,38588.44233,129514.5062
214,DOM,Dominican Republic,Latin America and the Caribbean,2002,1790328.09,7866987.522
218,ECU,Ecuador,Latin America and the Caribbean,2002,1239808.761,2824394.138
222,SLV,El Salvador,Latin America and the Caribbean,2002,1237759.504,4809305.681
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2002,60361.224,273606.855
231,ETH,Ethiopia,Sub-Saharan Africa,2002,531991.1669,2194009.745
232,ERI,Eritrea,Sub-Saharan Africa,2002,59580.691,330681.584
233,EST,Estonia,Europe,2002,1954491.94,10538458.22
234,FRO,Faeroe Islands,Europe,2002,121003.2185,515012.7793
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2002,14053.586,51362.851
239,SGS,South Georgia and the South Sandwich Islands,,2002,3898.189,73027.089
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2002,303619.6279,1115902.6
246,FIN,Finland,Europe,2002,7953395.655,51449333.61
251,FRA,France,Europe,2002,66603168.69,272509459
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2002,259981.92,725429.4836
260,ATF,French Southern Territories,,2002,2362.835,10208.026
262,DJI,Djibouti,Sub-Saharan Africa,2002,127581.803,613485.25
266,GAB,Gabon,Sub-Saharan Africa,2002,146827.5054,477978.9787
268,GEO,Georgia,Northern Africa and Western Asia,2002,376213.0126,2229834.938
270,GMB,Gambia,Sub-Saharan Africa,2002,139545.5945,761117.5194
275,PSE,State of Palestine,Northern Africa and Western Asia,2002,22560.093,220402.744
276,DEU,Germany,Europe,2002,104142444.3,428217410.1
288,GHA,Ghana,Sub-Saharan Africa,2002,848682.849,3198351.622
292,GIB,Gibraltar,Europe,2002,708476.698,3943930.483
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2002,7586.356,28117.313
300,GRC,Greece,Europe,2002,9012052.083,35575348.25
304,GRL,Greenland,Northern America,2002,103084.917,296136.6748
308,GRD,Grenada,Latin America and the Caribbean,2002,59248.29193,212658.6004
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2002,278436.574,1150734.196
320,GTM,Guatemala,Latin America and the Caribbean,2002,1781589.096,7654188.633
324,GIN,Guinea,Sub-Saharan Africa,2002,322902.7891,2045538.648
328,GUY,Guyana,Latin America and the Caribbean,2002,227774.4904,962260.4374
332,HTI,Haiti,Latin America and the Caribbean,2002,359657.44,1747347.668
334,HMD,Heard Island and McDonald Islands,,2002,93.684,90.776
336,VAT,Holy See,Europe,2002,6892.351,12682.457
340,HND,Honduras,Latin America and the Caribbean,2002,872559.2054,3031228.885
344,HKG,"China, Hong Kong SAR",China,2002,29462682.17,497454546.2
348,HUN,Hungary,Europe,2002,5910845.765,27321620.16
352,ISL,Iceland,Europe,2002,514341.4854,1995393.262
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2002,14421670.8,73596813.06
364,IRN,Iran,Central and Southern Asia,2002,7550647.123,28167979.55
368,IRQ,Iraq,Northern Africa and Western Asia,2002,1214563.796,3747549.736
372,IRL,Ireland,Europe,2002,6254272.217,26863162.73
376,ISR,Israel,Northern Africa and Western Asia,2002,9862720.868,36664766.74
381,ITA,Italy,Europe,2002,76103479.31,275249994
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2002,1340421.88,7310937.038
388,JAM,Jamaica,Latin America and the Caribbean,2002,1092291.207,4730963.782
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2002,124265380.8,735626888
398,KAZ,Kazakhstan,Central and Southern Asia,2002,1458421.292,18159012.21
400,JOR,Jordan,Northern Africa and Western Asia,2002,2151359.088,10349005.73
404,KEN,Kenya,Sub-Saharan Africa,2002,1244748.929,5156583.158
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2002,823894.873,6279948.145
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2002,59861032.59,351154126.6
414,KWT,Kuwait,Northern Africa and Western Asia,2002,1337239.302,5894684
417,KGZ,Kyrgyzstan,Central and Southern Asia,2002,221995.3565,2619069.669
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2002,187408.706,850658.666
422,LBN,Lebanon,Northern Africa and Western Asia,2002,2425311.685,8506914.25
426,LSO,Lesotho,Sub-Saharan Africa,2002,2742.625,17331.623
428,LVA,Latvia,Europe,2002,1385511.965,7404547.406
430,LBR,Liberia,Sub-Saharan Africa,2002,83162.742,430344.145
434,LBY,Libya,Northern Africa and Western Asia,2002,1137772.618,6099286.886
